Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,EchoLink,Coordination,Last update
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,194.4,S,,449.75,444.75,100,McKinley,On-Air,KC5WDV,6810,NMFCC,
