Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,EchoLink,Coordination,Last update
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,208.5,E,,448.525,443.525,151.4,Boulder,On-Air,N0EPA,223853,CCARC,
